DATA MOV;SIGLA;CODIGO;CODIGO ISIN;EMISSAO;VENCIMENTO;NUM DE OPER;QUANT NEGOCIADA;VALOR NEGOCIADO;PU MIN;PU MED;PU MAX;PU LASTRO;VALOR PAR;TAXA MIN;TAXA MED;TAXA MAX;NUM OPER COM CORRETAGEM;QUANT NEG COM CORRETAGEM
01/07/2024;LFT;210100;BRSTNCLF0008;06/07/2018;01/09/2024;226;2259121;;15017,88386200;15019,98148200;15028,56343600;15018,19708684;15020,49742900;-0,2996;0,0196;0,0980;42;21058
01/07/2024;LFT;210100;BRSTNCLF1RC4;26/10/2018;01/03/2025;214;99137;;15016,11144300;15020,74739000;15032,25847800;15013,22420603;15020,49742900;-0,1151;-0,0023;0,0431;58;22167
01/07/2024;LFT;210100;BRSTNCLF1RD2;08/03/2019;01/09/2025;269;88887;;15016,96761200;15021,32354700;15029,28441900;15007,21503697;15020,49742900;-0,0498;-0,0046;0,0201;168;54090
01/07/2024;LFT;210100;BRSTNCLF1RE0;06/09/2019;01/03/2026;201;184747;;15002,98352800;15015,50329000;15058,12377500;14995,19684922;15020,49742900;-0,1499;0,0199;0,0700;77;91580
01/07/2024;LFT;210100;BRSTNCLF1RF7;13/03/2020;01/09/2026;286;141734;;14958,82326600;15009,90365900;15027,49698000;14983,72063727;15020,49742900;-0,0214;0,0325;0,1897;47;58394
01/07/2024;LFT;210100;BRSTNCLF1RG5;03/07/2020;01/03/2027;191;223369;;14976,77275900;14989,06290700;15072,76876000;14957,29357889;15020,49742900;-0,1309;0,0790;0,1100;74;47309
01/07/2024;LFT;210100;BRSTNCLF1RH3;02/07/2021;01/09/2027;106;39759;;14820,92007900;14965,37512200;15135,07378300;14927,52985053;15020,49742900;-0,2399;0,1163;0,4238;35;16754
01/07/2024;LFT;210100;BRSTNCLF1RI1;05/01/2022;01/03/2028;51;34917;;14929,17280400;14951,17152600;14971,18513500;14907,40718259;15020,49742900;0,0900;0,1266;0,1670;19;21239
01/07/2024;LFT;210100;BRSTNCLF1RK7;06/04/2022;01/09/2028;22;5047;;14885,75842900;14936,29569800;14964,35080900;14885,75842972;15020,49742900;0,0900;0,1351;0,2167;9;1049
01/07/2024;LFT;210100;BRSTNCLF1RL5;05/10/2022;01/03/2029;95;74682;;14875,02391100;14911,65668800;14978,75546600;14856,93842286;15020,49742900;0,0600;0,1569;0,2100;18;6575
01/07/2024;LFT;210100;BRSTNCLF1RM3;05/07/2023;01/09/2029;64;50614;;14887,65614900;14892,43819200;14935,67668000;14833,89118625;15020,49742900;0,1100;0,1663;0,1726;5;235
01/07/2024;LFT;210100;BRSTNCLF1RO9;10/01/2024;01/03/2030;39;19081;;14785,68199200;14873,12819200;14876,07534600;14806,06497628;15020,49742900;0,1716;0,1751;0,2800;1;807
01/07/2024;LFT;210100;BRSTNCLF1RQ4;03/04/2024;01/06/2030;42;21526;;14855,48224400;14861,05710700;14864,20915300;14791,47897637;15020,49742900;0,1780;0,1816;0,1880;5;12033
01/07/2024;LTN;100000;BRSTNCLTN822;08/07/2022;01/10/2024;28;6860875;;974,30908400;974,52528900;974,76705600;972,79513900;1000,00000000;10,2500;10,3544;10,4480;2;383851
01/07/2024;LTN;100000;BRSTNCLTN7N2;01/02/2018;01/01/2025;57;1519856;;947,70638700;949,76484800;951,52931300;946,40417402;1000,00000000;10,1925;10,5927;11,0625;3;150000
01/07/2024;LTN;100000;BRSTNCLTN830;06/01/2023;01/04/2025;12;2079636;;923,82987300;924,90225100;925,65252100;920,41752319;1000,00000000;10,7900;10,9092;11,0800;1;100000
01/07/2024;LTN;100000;BRSTNCLTN7Z6;07/01/2022;01/07/2025;129;11506656;;896,20772300;901,02764500;903,52229700;894,51696669;1000,00000000;10,7227;11,0304;11,6300;24;2003000
01/07/2024;LTN;100000;BRSTNCLTN863;07/07/2023;01/10/2025;5;2015;;871,93121100;873,58577100;875,24173900;866,67210876;1000,00000000;11,1745;11,3420;11,5100;0;0
01/07/2024;LTN;100000;BRSTNCLTN7U7;06/02/2020;01/01/2026;346;9239473;;842,13531100;847,85644600;852,43859600;840,22799050;1000,00000000;11,1375;11,5344;12,0350;8;650069
01/07/2024;LTN;100000;BRSTNCLTN8B5;05/01/2024;01/04/2026;6;101300;;821,98576800;822,05191300;824,89470400;815,28022962;1000,00000000;11,6000;11,8198;11,8250;1;50000
01/07/2024;LTN;100000;BRSTNCLTN848;06/01/2023;01/07/2026;91;4568521;;797,32509800;801,21271900;807,05318200;791,28220248;1000,00000000;11,3375;11,7433;12,0160;7;1450095
01/07/2024;LTN;100000;BRSTNCLTN871;07/07/2023;01/07/2027;48;2667790;;708,76281800;711,64571900;716,55788100;698,75101433;1000,00000000;11,8000;12,0576;12,2100;1;51
01/07/2024;LTN;100000;BRSTNCLTN897;05/01/2024;01/01/2028;59;1331111;;665,19914700;669,47514200;672,60917200;654,98131666;1000,00000000;12,0125;12,1622;12,3680;6;370024
01/07/2024;LTN;100000;BRSTNCLTN8A7;05/01/2024;01/01/2030;87;3337607;;523,86480100;528,45545100;540,73525400;509,36071448;1000,00000000;11,9000;12,3710;12,5505;9;475021
01/07/2024;NTN-B;760197;BRSTNCNTB468;17/04/2012;15/08/2024;1;719;;125,78038100;125,78038100;125,78038100;125,69261384;;;;;0;0
01/07/2024;NTN-B;760198;BRSTNCNTB0K5;01/08/2005;15/08/2024;5;202;;4253,84814900;4254,07209100;4254,75038500;4251,68528745;4290,14876500;;;;0;0
01/07/2024;NTN-B;760199;BRSTNCNTB096;15/10/2003;15/08/2024;269;183399;;4377,42449500;4379,28830200;4382,85939600;4377,37790211;4290,14876500;;;;8;30545
01/07/2024;NTN-B;760197;BRSTNCNTB492;26/06/2013;15/02/2025;1;410;;121,94372700;121,94372700;121,94372700;121,71349781;;;;;0;0
01/07/2024;NTN-B;760197;BRSTNCNTB1P2;15/08/2004;15/05/2025;1;4148;;120,51462800;120,51462800;120,51462800;120,06618291;;;;;0;0
01/07/2024;NTN-B;760199;BRSTNCNTB633;08/01/2020;15/05/2025;372;1167259;;4303,07160200;4318,14670300;4336,45006200;4305,26335082;4290,14876500;;;;5;182
01/07/2024;NTN-B;760197;BRSTNCNTB1Q0;15/08/2004;15/11/2025;1;4288;;116,58719900;116,58719900;116,58719900;115,97126881;;;;;0;0
01/07/2024;NTN-B;760197;BRSTNCNTB4C4;26/06/2013;15/08/2026;5;12039;;111,17703600;111,33454400;111,36178000;110,22035528;;;;;0;0
01/07/2024;NTN-B;760198;BRSTNCNTB4W2;24/06/2016;15/08/2026;1;314;;3735,41807500;3735,41807500;3735,41807500;3728,31981620;4290,14876500;;;;0;0
01/07/2024;NTN-B;760199;BRSTNCNTB4U6;06/01/2016;15/08/2026;398;646243;;4305,43460300;4348,52494300;4390,60144600;4317,91312534;4290,14876500;;;;7;289
01/07/2024;NTN-B;760197;BRSTNCNTB4D2;26/06/2013;15/02/2027;4;12853;;107,86024200;107,90531900;107,96765100;106,71683034;;;;;0;0
01/07/2024;NTN-B;760199;BRSTNCNTB682;12/01/2022;15/05/2027;260;677580;;4234,54028400;4276,01975500;4325,24943800;4235,00097825;4290,14876500;;;;6;43906
01/07/2024;NTN-B;760197;BRSTNCNTB4E0;26/06/2013;15/08/2027;3;7057;;104,53485600;104,56675700;104,65515400;103,18797126;;;;;0;0
01/07/2024;NTN-B;760198;BRSTNCNTB625;22/02/2018;15/08/2028;8;1367;;3287,09446000;3324,44518300;3351,13890300;3266,01152047;4290,14876500;;;;0;0
01/07/2024;NTN-B;760199;BRSTNCNTB4X0;10/01/2018;15/08/2028;408;556076;;4257,04464400;4314,98155400;4392,53481000;4261,83856724;4290,14876500;;;;13;2667
01/07/2024;NTN-B;760197;BRSTNCNTB4H3;26/06/2013;15/02/2029;4;6229;;95,40349600;95,52092500;95,66286200;93,60884471;;;;;0;0
01/07/2024;NTN-B;760199;BRSTNCNTB716;17/01/2024;15/05/2029;178;329956;;4241,20394700;4250,75385100;4312,05530100;4190,56975810;4290,14876500;;;;5;31745
01/07/2024;NTN-B;760197;BRSTNCNTB4J9;26/06/2013;15/02/2030;1;554;;90,09572600;90,09572600;90,09572600;87,67920407;;;;;0;0
