DATA MOV;SIGLA;CODIGO;CODIGO ISIN;EMISSAO;VENCIMENTO;NUM DE OPER;QUANT NEGOCIADA;VALOR NEGOCIADO;PU MIN;PU MED;PU MAX;PU LASTRO;VALOR PAR;TAXA MIN;TAXA MED;TAXA MAX;NUM OPER COM CORRETAGEM;QUANT NEG COM CORRETAGEM
02/01/2024;LFT;210100;BRSTNCLF1RA8;05/01/2018;01/03/2024;149;633479;;14268,82458700;14275,82504700;14277,53282000;14273,97568847;14275,79117400;-0,0743;-0,0012;0,3010;37;75987
02/01/2024;LFT;210100;BRSTNCLF0008;06/07/2018;01/09/2024;193;326684;;14225,25487300;14275,75266400;14281,53004200;14268,21370270;14275,79117400;-0,0597;0,0004;0,5303;48;96827
02/01/2024;LFT;210100;BRSTNCLF1RC4;26/10/2018;01/03/2025;139;82954;;14266,76887300;14275,25827500;14309,28218000;14261,61596925;14275,79117400;-0,1998;0,0032;0,0541;43;38048
02/01/2024;LFT;210100;BRSTNCLF1RD2;08/03/2019;01/09/2025;140;378586;;14249,43349100;14272,18829200;14356,62070300;14251,84967255;14275,79117400;-0,3389;0,0152;0,1112;48;74064
02/01/2024;LFT;210100;BRSTNCLF1RE0;06/09/2019;01/03/2026;246;120447;;14229,66609200;14263,60879300;14392,75273100;14237,65208397;14275,79117400;-0,3772;0,0395;0,1500;34;32677
02/01/2024;LFT;210100;BRSTNCLF1RF7;13/03/2020;01/09/2026;76;50647;;14234,04876000;14246,86036300;14253,00701100;14216,47228169;14275,79117400;0,0600;0,0762;0,1100;20;12190
02/01/2024;LFT;210100;BRSTNCLF1RG5;03/07/2020;01/03/2027;45;49858;;14186,42472100;14220,91924800;14244,42726000;14185,40473188;14275,79117400;0,0700;0,1226;0,2000;14;3866
02/01/2024;LFT;210100;BRSTNCLF1RH3;02/07/2021;01/09/2027;125;138803;;14193,64827100;14207,19604500;14234,12013900;14165,56958013;14275,79117400;0,0800;0,1318;0,1580;77;116654
02/01/2024;LFT;210100;BRSTNCLF1RI1;05/01/2022;01/03/2028;34;5359;;14186,15348100;14193,62928900;14246,91656800;14146,69668044;14275,79117400;0,0488;0,1393;0,1520;3;353
02/01/2024;LFT;210100;BRSTNCLF1RK7;06/04/2022;01/09/2028;13;829;;14123,94407300;14173,66172100;14178,77289700;14123,94407379;14275,79117400;0,1466;0,1543;0,2300;2;40
02/01/2024;LFT;210100;BRSTNCLF1RL5;05/10/2022;01/03/2029;56;41495;;14122,95455000;14157,93218400;14224,62674000;14099,83751105;14275,79117400;0,0700;0,1617;0,2100;15;10502
02/01/2024;LFT;210100;BRSTNCLF1RM3;05/07/2023;01/09/2029;55;77314;;14132,94475200;14141,10557800;14171,50651900;14077,56770313;14275,79117400;0,1300;0,1681;0,1783;14;5833
02/01/2024;LTN;100000;BRSTNCLTN7Y9;07/01/2022;01/04/2024;24;2129173;;974,48140700;974,90449400;975,98871700;973,17092545;1000,00000000;10,5618;11,0706;11,2700;0;0
02/01/2024;LTN;100000;BRSTNCLTN7W3;08/01/2021;01/07/2024;530;3372167;;950,16773300;951,67066100;953,53383700;948,26123656;1000,00000000;10,1525;10,5912;10,9470;2;85053
02/01/2024;LTN;100000;BRSTNCLTN822;08/07/2022;01/10/2024;22;4955223;;928,56084600;929,56356300;930,46906400;924,63627610;1000,00000000;10,0300;10,1721;10,3300;3;930000
02/01/2024;LTN;100000;BRSTNCLTN7N2;01/02/2018;01/01/2025;90;3403885;;906,94673700;910,01762300;914,46008800;903,28925552;1000,00000000;9,3155;9,8470;10,2175;4;700000
02/01/2024;LTN;100000;BRSTNCLTN830;06/01/2023;01/04/2025;13;3632822;;889,21982600;889,46401700;889,88579300;883,14361894;1000,00000000;9,8150;9,8567;9,8810;2;1128500
02/01/2024;LTN;100000;BRSTNCLTN7Z6;07/01/2022;01/07/2025;38;794653;;868,70821500;870,54538600;873,64155200;863,52865458;1000,00000000;9,5025;9,7640;9,9200;0;0
02/01/2024;LTN;100000;BRSTNCLTN863;07/07/2023;01/10/2025;8;1164000;;849,07470800;849,92060800;850,42966600;842,23871977;1000,00000000;9,7000;9,7375;9,8000;0;0
02/01/2024;LTN;100000;BRSTNCLTN7U7;06/02/2020;01/01/2026;40;1206614;;824,81842500;830,65779600;834,81795500;822,25042142;1000,00000000;9,4275;9,7006;10,0875;2;50000
02/01/2024;LTN;100000;BRSTNCLTN848;06/01/2023;01/07/2026;20;396440;;792,22689600;792,75873200;795,71076300;783,03041039;1000,00000000;9,6195;9,7833;9,8130;1;40000
02/01/2024;LTN;100000;BRSTNCLTN871;07/07/2023;01/07/2027;29;332854;;717,68380300;718,34239200;728,71310000;706,21648395;1000,00000000;9,5200;9,9720;10,0010;0;0
02/01/2024;NTN-B;760198;BRSTNCNTB0K5;01/08/2005;15/08/2024;3;102;;4014,81133100;4015,15676200;4015,30069200;4004,87575917;4171,60074800;;;;0;0
02/01/2024;NTN-B;760199;BRSTNCNTB096;15/10/2003;15/08/2024;324;242462;;4245,57602700;4258,63831000;4273,52393100;4245,77479033;4171,60074800;;;;4;101152
02/01/2024;NTN-B;760199;BRSTNCNTB633;08/01/2020;15/05/2025;56;15285;;4221,61410900;4240,89450400;4258,08298500;4218,92678883;4171,60074800;;;;0;0
02/01/2024;NTN-B;760197;BRSTNCNTB4B6;26/06/2013;15/02/2026;1;2372;;111,33571500;111,33571500;111,33571500;110,00436526;;;;;0;0
02/01/2024;NTN-B;760198;BRSTNCNTB4W2;24/06/2016;15/08/2026;5;369;;3646,29801700;3659,73687400;3682,54413100;3626,24686403;4171,60074800;;;;0;0
02/01/2024;NTN-B;760199;BRSTNCNTB4U6;06/01/2016;15/08/2026;63;174938;;4315,47924800;4353,78166100;4407,65044700;4314,97670559;4171,60074800;;;;2;41
02/01/2024;NTN-B;760199;BRSTNCNTB682;12/01/2022;15/05/2027;60;55442;;4247,29087900;4307,20923000;4375,65800200;4261,70869463;4171,60074800;;;;0;0
02/01/2024;NTN-B;760197;BRSTNCNTB4F7;26/06/2013;15/02/2028;1;2927;;101,15953300;101,15953300;101,15953300;98,70956970;;;;;0;0
02/01/2024;NTN-B;760199;BRSTNCNTB4X0;10/01/2018;15/08/2028;57;33180;;4338,33278600;4407,54912800;4498,78855300;4339,46481177;4171,60074800;;;;1;1
02/01/2024;NTN-B;760197;BRSTNCNTB4I1;26/06/2013;15/08/2029;1;2125;;94,11609200;94,11609200;94,11609200;91,06110239;;;;;0;0
02/01/2024;NTN-B;760199;BRSTNCNTB3B8;10/02/2010;15/08/2030;25;19169;;4330,17260100;4461,68992100;4584,10871100;4367,18563944;4171,60074800;;;;2;13000
02/01/2024;NTN-B;760199;BRSTNCNTB674;05/01/2022;15/08/2032;29;15746;;4368,83205500;4475,12138100;4588,14011300;4360,55907704;4171,60074800;;;;0;0
02/01/2024;NTN-B;760199;BRSTNCNTB6B1;04/01/2023;15/05/2033;16;28965;;4314,03626200;4425,06097800;4592,04303800;4305,64644873;4171,60074800;;;;0;0
02/01/2024;NTN-B;760197;BRSTNCNTB567;17/01/2018;15/02/2035;1;1151;;70,94049600;70,94049600;70,94049600;66,89387594;;;;;0;0
02/01/2024;NTN-B;760199;BRSTNCNTB0O7;07/03/2006;15/05/2035;140;37989;;4257,40037500;4466,26872300;4650,78299000;4321,75262064;4171,60074800;;;;1;675
02/01/2024;NTN-B;760199;BRSTNCNTB3C6;10/02/2010;15/08/2040;42;21126;;4397,56209900;4565,96633100;4761,50805100;4392,02693535;4171,60074800;;;;1;10000
02/01/2024;NTN-B;760198;BRSTNCNTB2U0;15/08/2004;15/05/2045;2;351;;1424,60696400;1424,60696400;1424,60696400;1248,28215559;4171,60074800;;;;0;0
02/01/2024;NTN-B;760199;BRSTNCNTB0A6;15/08/2004;15/05/2045;49;6987;;4300,40109800;4503,11341600;4799,82035300;4299,99845141;4171,60074800;;;;1;1000
02/01/2024;NTN-B;760198;BRSTNCNTB476;29/05/2012;15/08/2050;1;192;;1037,27025300;1037,27025300;1037,27025300;927,83248059;4171,60074800;;;;0;0
02/01/2024;NTN-B;760199;BRSTNCNTB3D4;10/02/2010;15/08/2050;81;17722;;4231,44313800;4581,99282500;4856,29220100;4371,27836540;4171,60074800;;;;0;0
02/01/2024;NTN-B;760199;BRSTNCNTB4Q4;14/01/2015;15/05/2055;85;2516;;4316,62527100;4526,01999600;4810,03417800;4317,15082253;4171,60074800;;;;0;0
02/01/2024;NTN-B;760199;BRSTNCNTB690;12/01/2022;15/08/2060;124;4642;;4370,43397800;4658,82443600;5087,01622500;4383,73074870;4171,60074800;;;;0;0
02/01/2024;NTN-C;770100;BRSTNCNTC0K4;01/01/2001;01/01/2031;13;52;;8318,84243600;8420,67721500;8701,36833500;8203,87231845;6117,56510300;;;;0;0
02/01/2024;NTN-F;950199;BRSTNCNTF170;10/01/2014;01/01/2025;103;6316149;;997,29773200;1000,84304000;1051,87945900;993,65946066;1000,00000000;;;;2;1000000
02/01/2024;NTN-F;950199;BRSTNCNTF1P8;15/01/2016;01/01/2027;31;238324;;993,87667800;1004,14881200;1059,55694400;990,95999011;1000,00000000;;;;0;0
02/01/2024;NTN-F;950199;BRSTNCNTF1Q6;05/01/2018;01/01/2029;74;735010;;981,80800500;997,49015400;1055,24335900;975,00490802;1000,00000000;;;;2;153000
02/01/2024;NTN-F;950199;BRSTNCNTF204;10/01/2020;01/01/2031;42;73332;;968,46043600;990,69871500;1050,91292100;959,04267280;1000,00000000;;;;3;15500
02/01/2024;NTN-F;950199;BRSTNCNTF212;07/01/2022;01/01/2033;91;1624463;;959,10303700;983,89924900;1057,41160500;945,42910318;1000,00000000;;;;5;420000
03/01/2024;LFT;210100;BRSTNCLF1RA8;05/01/2018;01/03/2024;156;717154;;14270,15260900;14282,11830700;14283,73482500;14280,26327907;14282,03526300;-0,0743;-0,0031;0,5263;41;78829
03/01/2024;LFT;210100;BRSTNCLF0008;06/07/2018;01/09/2024;194;392657;;14276,03386200;14282,13636500;14285,29156700;14274,49932119;14282,03526300;-0,0340;-0,0010;0,0631;47;95928
03/01/2024;LFT;210100;BRSTNCLF1RC4;26/10/2018;01/03/2025;132;70927;;14273,69455300;14281,92270400;14295,37468300;14267,90190584;14282,03526300;-0,0799;0,0006;0,0501;38;25315
03/01/2024;LFT;210100;BRSTNCLF1RD2;08/03/2019;01/09/2025;150;96126;;14234,77600800;14277,86578400;14320,01119400;14258,14040545;14282,03526300;-0,1599;0,0176;0,2000;62;22631
03/01/2024;LFT;210100;BRSTNCLF1RE0;06/09/2019;01/03/2026;230;99426;;14198,37110000;14269,00932500;14285,72002800;14243,94953591;14282,03526300;-0,0119;0,0423;0,2730;45;54143
03/01/2024;LFT;210100;BRSTNCLF1RF7;13/03/2020;01/09/2026;76;135161;;14174,36299900;14254,33389400;14333,22207700;14222,77868276;14282,03526300;-0,1344;0,0730;0,2850;27;15021
03/01/2024;LFT;210100;BRSTNCLF1RG5;03/07/2020;01/03/2027;81;151582;;14221,63653500;14227,32455200;14321,51080800;14191,72309812;14282,03526300;-0,0878;0,1223;0,1351;29;2163
03/01/2024;LFT;210100;BRSTNCLF1RH3;02/07/2021;01/09/2027;119;89514;;14188,55934200;14213,81527500;14279,42165000;14171,88472367;14282,03526300;0,0050;0,1312;0,1800;75;24040
03/01/2024;LFT;210100;BRSTNCLF1RI1;05/01/2022;01/03/2028;38;17768;;14184,82000000;14200,83570600;14253,17629600;14153,00733318;14282,03526300;0,0488;0,1377;0,1650;5;1638
03/01/2024;LFT;210100;BRSTNCLF1RK7;06/04/2022;01/09/2028;20;10148;;14110,59371100;14183,87108700;14268,75297000;14130,25056320;14282,03526300;0,0200;0,1484;0,2600;11;6725
03/01/2024;LFT;210100;BRSTNCLF1RL5;05/10/2022;01/03/2029;74;90787;;14129,24604900;14167,68073000;14296,68863100;14106,13993802;14282,03526300;-0,0199;0,1569;0,2100;13;3348
03/01/2024;LFT;210100;BRSTNCLF1RM3;05/07/2023;01/09/2029;83;111836;;14122,01933900;14148,43060000;14259,49821100;14083,86357667;14282,03526300;0,0280;0,1668;0,2000;15;4869
03/01/2024;LTN;100000;BRSTNCLTN7Y9;07/01/2022;01/04/2024;39;2312394;;973,68841500;975,27019200;975,52131900;973,62786069;1000,00000000;10,9700;11,0900;11,8499;2;8730
03/01/2024;LTN;100000;BRSTNCLTN7W3;08/01/2021;01/07/2024;269;2438204;;950,64106000;951,96983400;954,26181500;948,73030243;1000,00000000;10,0669;10,6105;10,9275;1;250
03/01/2024;LTN;100000;BRSTNCLTN822;08/07/2022;01/10/2024;36;1752730;;929,01788000;930,37935800;932,41141100;925,01821306;1000,00000000;9,7800;10,0998;10,3150;4;135500
03/01/2024;LTN;100000;BRSTNCLTN7N2;01/02/2018;01/01/2025;98;8147530;;909,31823800;910,48184600;914,82519900;903,48989597;1000,00000000;9,3105;9,8319;9,9725;9;384267
03/01/2024;LTN;100000;BRSTNCLTN830;06/01/2023;01/04/2025;51;7856826;;889,51216600;889,83612700;891,24961100;883,24582549;1000,00000000;9,7125;9,8527;9,8850;0;0
03/01/2024;LTN;100000;BRSTNCLTN7Z6;07/01/2022;01/07/2025;59;1498469;;865,96336800;870,73226400;873,95631800;863,51921427;1000,00000000;9,5025;9,7755;10,1825;4;6400
03/01/2024;LTN;100000;BRSTNCLTN863;07/07/2023;01/10/2025;104;6186188;;849,55863100;850,09793500;850,95884800;842,10126568;1000,00000000;9,6840;9,7476;9,7875;29;1650000
03/01/2024;LTN;100000;BRSTNCLTN7U7;06/02/2020;01/01/2026;68;861208;;824,68351600;830,99987700;836,95108500;822,04846393;1000,00000000;9,3075;9,6982;10,1175;1;10000
03/01/2024;LTN;100000;BRSTNCLTN848;06/01/2023;01/07/2026;49;1292127;;792,37782800;792,96136200;799,79264700;782,63240822;1000,00000000;9,4100;9,7884;9,8210;2;27000
03/01/2024;LTN;100000;BRSTNCLTN871;07/07/2023;01/07/2027;119;6287249;;717,75116100;718,53178400;729,20753700;705,49943297;1000,00000000;9,5100;9,9756;10,0100;32;2352700
03/01/2024;NTN-B;760197;BRSTNCNTB468;17/04/2012;15/08/2024;2;1749;;118,76031000;118,78845500;118,87043800;118,44414171;;;;;0;0
03/01/2024;NTN-B;760199;BRSTNCNTB096;15/10/2003;15/08/2024;295;898782;;4253,62297800;4261,18176400;4275,64578400;4247,49467864;4171,60074800;;;;8;156510
03/01/2024;NTN-B;760199;BRSTNCNTB633;08/01/2020;15/05/2025;227;418048;;4224,73059600;4243,89322100;4272,97660600;4220,45482322;4171,60074800;;;;4;3882
03/01/2024;NTN-B;760197;BRSTNCNTB4A8;26/06/2013;15/08/2025;1;1753;;114,07595900;114,07595900;114,07595900;112,87618473;;;;;0;0
03/01/2024;NTN-B;760198;BRSTNCNTB4W2;24/06/2016;15/08/2026;1;15;;3651,10009100;3651,10009100;3651,10009100;3627,51938208;4171,60074800;;;;0;0
03/01/2024;NTN-B;760199;BRSTNCNTB4U6;06/01/2016;15/08/2026;287;970254;;4318,52833700;4355,04685300;4428,98124400;4316,49091187;4171,60074800;;;;14;2442
03/01/2024;NTN-B;760199;BRSTNCNTB682;12/01/2022;15/05/2027;111;232685;;4295,26716700;4309,31478200;4380,17880600;4257,02812058;4171,60074800;;;;5;2613
03/01/2024;NTN-B;760199;BRSTNCNTB4X0;10/01/2018;15/08/2028;203;373658;;4347,01490400;4408,77326700;4471,51237000;4340,99576964;4171,60074800;;;;16;52669
03/01/2024;NTN-B;760198;BRSTNCNTB4M3;26/06/2013;15/08/2030;2;855;;2969,78965600;2983,48675500;3041,19831700;2919,81437371;4171,60074800;;;;0;0
03/01/2024;NTN-B;760199;BRSTNCNTB3B8;10/02/2010;15/08/2030;85;198627;;4343,41276900;4462,08244100;4550,39535000;4368,72637718;4171,60074800;;;;1;17
03/01/2024;NTN-B;760199;BRSTNCNTB674;05/01/2022;15/08/2032;72;173362;;4376,49718200;4476,96294700;4597,86319900;4362,11386117;4171,60074800;;;;5;10173
03/01/2024;NTN-B;760199;BRSTNCNTB6B1;04/01/2023;15/05/2033;117;483076;;4319,08476500;4431,44864600;4603,76216500;4322,00697118;4171,60074800;;;;6;10296
03/01/2024;NTN-B;760198;BRSTNCNTB3E2;09/03/2010;15/05/2035;3;1169;;2302,05616600;2316,31801800;2388,48292200;2233,39150346;4171,60074800;;;;0;0
03/01/2024;NTN-B;760199;BRSTNCNTB0O7;07/03/2006;15/05/2035;203;84984;;4325,86230000;4463,16175000;4656,63949100;4323,29356809;4171,60074800;;;;9;1116
03/01/2024;NTN-B;760197;BRSTNCNTB583;17/01/2018;15/02/2036;1;4499;;66,68014300;66,68014300;66,68014300;63,26738498;;;;;0;0
03/01/2024;NTN-B;760199;BRSTNCNTB3C6;10/02/2010;15/08/2040;115;83017;;4404,10936300;4579,74520300;4753,83018300;4393,60118494;4171,60074800;;;;7;2470
03/01/2024;NTN-B;760198;BRSTNCNTB2U0;15/08/2004;15/05/2045;3;2106;;1425,26546500;1425,26546500;1425,26546500;1248,73426537;4171,60074800;;;;0;0
03/01/2024;NTN-B;760199;BRSTNCNTB0A6;15/08/2004;15/05/2045;126;32460;;4307,52111800;4500,49831100;4796,13539100;4301,55584879;4171,60074800;;;;5;1225
03/01/2024;NTN-B;760199;BRSTNCNTB3D4;10/02/2010;15/08/2050;183;90202;;4207,19686100;4587,04239900;4983,76016000;4372,86157933;4171,60074800;;;;8;2051
03/01/2024;NTN-B;760199;BRSTNCNTB4Q4;14/01/2015;15/05/2055;131;19123;;4330,68188000;4551,87405100;4812,25086400;4318,71443224;4171,60074800;;;;6;1058
03/01/2024;NTN-B;760199;BRSTNCNTB690;12/01/2022;15/08/2060;209;14857;;4385,10716200;4633,08655400;5073,29474800;4385,31847270;4171,60074800;;;;6;491
03/01/2024;NTN-C;770100;BRSTNCNTC0K4;01/01/2001;01/01/2031;4;18;;8318,84243600;8410,79640700;8419,15826900;8205,70798830;6117,56510300;;;;0;0
03/01/2024;NTN-F;950199;BRSTNCNTF170;10/01/2014;01/01/2025;129;6678943;;998,08220600;1001,38445600;1004,17455300;993,89278122;1000,00000000;;;;8;647009
03/01/2024;NTN-F;950199;BRSTNCNTF1P8;15/01/2016;01/01/2027;71;1018537;;993,54384400;1004,33672200;1017,55009900;990,42654897;1000,00000000;;;;2;57500
03/01/2024;NTN-F;950198;BRSTNCNTF1Y0;01/10/2019;01/01/2029;1;369;;621,11787700;621,11787700;621,11787700;599,46335224;1000,00000000;;;;0;0
03/01/2024;NTN-F;950199;BRSTNCNTF1Q6;05/01/2018;01/01/2029;100;1164260;;980,85493000;996,80721600;1015,01274300;973,42306559;1000,00000000;;;;4;70426
03/01/2024;NTN-F;950199;BRSTNCNTF204;10/01/2020;01/01/2031;66;441295;;973,84236500;987,75385700;1003,11833800;956,60368281;1000,00000000;;;;3;1272
03/01/2024;NTN-F;950199;BRSTNCNTF212;07/01/2022;01/01/2033;123;1033887;;956,99343300;982,15498200;1032,62495200;942,82621841;1000,00000000;;;;1;50000
04/01/2024;LFT;210100;BRSTNCLF1RA8;05/01/2018;01/03/2024;143;349354;;14276,80859100;14288,88063800;14300,35568000;14286,57794271;14288,28208200;-0,5436;-0,0264;0,5210;37;111883
04/01/2024;LFT;210100;BRSTNCLF0008;06/07/2018;01/09/2024;202;666148;;14283,33492800;14289,52537900;14339,13407700;14280,95792691;14288,28208200;-0,5345;-0,0131;0,0523;41;335772
04/01/2024;LFT;210100;BRSTNCLF1RC4;26/10/2018;01/03/2025;104;225372;;14274,37302300;14288,01893600;14297,41229400;14274,37302376;14288,28208200;-0,0548;0,0016;0,0838;40;56364
04/01/2024;LFT;210100;BRSTNCLF1RD2;08/03/2019;01/09/2025;147;132083;;14160,34480400;14285,63782500;14410,84696500;14264,59898067;14288,28208200;-0,5147;0,0112;0,5450;54;39987
04/01/2024;LFT;210100;BRSTNCLF1RE0;06/09/2019;01/03/2026;254;128131;;14259,31973000;14275,86938100;14292,26851200;14250,49466855;14288,28208200;-0,0129;0,0404;0,0944;36;16341
04/01/2024;LFT;210100;BRSTNCLF1RF7;13/03/2020;01/09/2026;121;283651;;14257,59085200;14260,94025900;14378,71261900;14229,46504746;14288,28208200;-0,2373;0,0721;0,0810;23;29824
04/01/2024;LFT;210100;BRSTNCLF1RG5;03/07/2020;01/03/2027;118;342786;;14228,59992700;14233,83740400;14247,50000000;14198,13311986;14288,28208200;0,0912;0,1218;0,1336;19;65935
04/01/2024;LFT;210100;BRSTNCLF1RH3;02/07/2021;01/09/2027;130;101509;;14035,57952500;14220,29726900;14223,84192900;14178,51226329;14288,28208200;0,1240;0,1308;0,4905;58;33083
04/01/2024;LFT;210100;BRSTNCLF1RI1;05/01/2022;01/03/2028;67;51482;;14182,32018000;14207,17640300;14259,43878700;14159,67166122;14288,28208200;0,0488;0,1376;0,1800;10;2973
04/01/2024;LFT;210100;BRSTNCLF1RK7;06/04/2022;01/09/2028;40;10174;;13960,94141900;14189,65658400;14248,50350000;14136,95311256;14288,28208200;0,0600;0,1491;0,5000;4;72
04/01/2024;LFT;210100;BRSTNCLF1RL5;05/10/2022;01/03/2029;62;27131;;14135,54034600;14171,04228400;14208,02480100;14112,73368165;14288,28208200;0,1100;0,1609;0,2100;9;1825
04/01/2024;LFT;210100;BRSTNCLF1RM3;05/07/2023;01/09/2029;123;291202;;13737,61169000;14154,16184000;14264,85672900;14090,24146768;14288,28208200;0,0291;0,1675;0,6999;31;75572
04/01/2024;LTN;100000;BRSTNCLTN7Y9;07/01/2022;01/04/2024;18;2061240;;975,29535400;975,56526500;975,90169800;974,06182291;1000,00000000;10,9810;11,1445;11,2760;1;500
04/01/2024;LTN;100000;BRSTNCLTN7W3;08/01/2021;01/07/2024;155;602489;;950,74195300;952,29738200;954,49202600;949,19858844;1000,00000000;10,0986;10,6233;10,9975;0;0
04/01/2024;LTN;100000;BRSTNCLTN822;08/07/2022;01/10/2024;15;1023236;;929,28559500;930,48455400;930,82808300;925,52476858;1000,00000000;10,0850;10,1394;10,3300;2;77000
04/01/2024;LTN;100000;BRSTNCLTN7N2;01/02/2018;01/01/2025;38;73600;;907,03250700;910,70348900;913,25944100;904,09862904;1000,00000000;9,5375;9,8461;10,2925;1;2000
04/01/2024;LTN;100000;BRSTNCLTN830;06/01/2023;01/04/2025;34;4900472;;889,89509500;890,07601600;890,14583600;883,79511972;1000,00000000;9,8550;9,8619;9,8800;5;250022
04/01/2024;LTN;100000;BRSTNCLTN7Z6;07/01/2022;01/07/2025;50;4523209;;865,94764000;870,74219100;875,09908800;864,03286132;1000,00000000;9,4325;9,8021;10,2125;3;100018
04/01/2024;LTN;100000;BRSTNCLTN863;07/07/2023;01/10/2025;74;14206515;;847,72011800;850,03743100;851,06826900;842,63093236;1000,00000000;9,6990;9,7753;9,9475;17;2800015
04/01/2024;LTN;100000;BRSTNCLTN7U7;06/02/2020;01/01/2026;35;420724;;824,40113300;831,12225900;836,55914200;822,51828231;1000,00000000;9,3525;9,7102;10,1575;3;100028
04/01/2024;LTN;100000;BRSTNCLTN848;06/01/2023;01/07/2026;88;3228232;;780,82219300;792,38956900;794,41156200;783,29240286;1000,00000000;9,7240;9,8368;10,4900;1;34
04/01/2024;LTN;100000;BRSTNCLTN871;07/07/2023;01/07/2027;110;5187233;;716,55179700;717,67601900;720,11181800;706,00407731;1000,00000000;9,9180;10,0253;10,0750;10;1304518
04/01/2024;NTN-B;760197;BRSTNCNTB450;17/04/2012;15/02/2024;1;1438;;122,84369100;122,84369100;122,84369100;122,62122779;;;;;0;0
04/01/2024;NTN-B;760198;BRSTNCNTB0K5;01/08/2005;15/08/2024;5;228;;4024,06725200;4024,60811400;4026,39398000;4011,58098794;4171,60074800;;;;0;0
04/01/2024;NTN-B;760199;BRSTNCNTB096;15/10/2003;15/08/2024;298;1054965;;4256,35921300;4267,83393400;4278,49660400;4252,79662522;4171,60074800;;;;12;160323
04/01/2024;NTN-B;760197;BRSTNCNTB492;26/06/2013;15/02/2025;2;1190;;116,24013700;116,29632800;116,36149500;115,64451718;;;;;0;0
